Subject,CERiT,Simbad,ASAS-SN Photometry
24692734,https://wasp.cerit-sc.cz/search?objid=J005737.90-720330.8&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A57%3A37.90+-72%3A03%3A30.8&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A57%3A37.90&dec=-72%3A03%3A30.8&radius=2
24020493,https://wasp.cerit-sc.cz/search?objid=J091625.12-345634.8&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=09%3A16%3A25.12+-34%3A56%3A34.8&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=09%3A16%3A25.12&dec=-34%3A56%3A34.8&radius=2
24346960,No match,No match,No match
24623466,https://wasp.cerit-sc.cz/search?objid=J003513.49-041500.4&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A35%3A13.49+-04%3A15%3A00.4&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A35%3A13.49&dec=-04%3A15%3A00.4&radius=2
22124586,https://wasp.cerit-sc.cz/search?objid=J004250.20-634702.3&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A42%3A50.20+-63%3A47%3A02.3&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A42%3A50.20&dec=-63%3A47%3A02.3&radius=2
24713002,https://wasp.cerit-sc.cz/search?objid=J010226.64%2B252358.5&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=01%3A02%3A26.64+%2B25%3A23%3A58.5&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=01%3A02%3A26.64&dec=%2B25%3A23%3A58.5&radius=2
22105945,https://wasp.cerit-sc.cz/search?objid=J000139.04-362125.6&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A01%3A39.04+-36%3A21%3A25.6&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A01%3A39.04&dec=-36%3A21%3A25.6&radius=2
24910847,https://wasp.cerit-sc.cz/search?objid=J005003.44%2B493619.2&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A50%3A03.44+%2B49%3A36%3A19.2&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A50%3A03.44&dec=%2B49%3A36%3A19.2&radius=2
24678648,No match,No match,No match
24609890,https://wasp.cerit-sc.cz/search?objid=J003105.88-611611.3&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A31%3A05.88+-61%3A16%3A11.3&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A31%3A05.88&dec=-61%3A16%3A11.3&radius=2
24730963,https://wasp.cerit-sc.cz/search?objid=J010551.72%2B335520.1&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=01%3A05%3A51.72+%2B33%3A55%3A20.1&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=01%3A05%3A51.72&dec=%2B33%3A55%3A20.1&radius=2
22108497,https://wasp.cerit-sc.cz/search?objid=J000437.82%2B033301.2&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A04%3A37.82+%2B03%3A33%3A01.2&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A04%3A37.82&dec=%2B03%3A33%3A01.2&radius=2
24692454,https://wasp.cerit-sc.cz/search?objid=J005734.19%2B074653.6&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A57%3A34.19+%2B07%3A46%3A53.6&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A57%3A34.19&dec=%2B07%3A46%3A53.6&radius=2
21814347,https://wasp.cerit-sc.cz/search?objid=J000059.84%2B094404.5&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A00%3A59.84+%2B09%3A44%3A04.5&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A00%3A59.84&dec=%2B09%3A44%3A04.5&radius=2
22517224,No match,No match,No match
22116497,https://wasp.cerit-sc.cz/search?objid=J002122.99%2B334237.1&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A21%3A22.99+%2B33%3A42%3A37.1&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A21%3A22.99&dec=%2B33%3A42%3A37.1&radius=2
22108124,https://wasp.cerit-sc.cz/search?objid=J000404.69%2B315703.0&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A04%3A04.69+%2B31%3A57%3A03.0&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A04%3A04.69&dec=%2B31%3A57%3A03.0&radius=2
22111313,https://wasp.cerit-sc.cz/search?objid=J001023.17%2B541337.6&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A10%3A23.17+%2B54%3A13%3A37.6&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A10%3A23.17&dec=%2B54%3A13%3A37.6&radius=2
24891975,https://wasp.cerit-sc.cz/search?objid=J004637.72%2B315117.4&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A46%3A37.72+%2B31%3A51%3A17.4&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A46%3A37.72&dec=%2B31%3A51%3A17.4&radius=2
22118322,https://wasp.cerit-sc.cz/search?objid=J003916.30-720207.9&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A39%3A16.30+-72%3A02%3A07.9&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A39%3A16.30&dec=-72%3A02%3A07.9&radius=2
24616225,https://wasp.cerit-sc.cz/search?objid=J003208.17%2B473108.0&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A32%3A08.17+%2B47%3A31%3A08.0&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A32%3A08.17&dec=%2B47%3A31%3A08.0&radius=2
22117978,https://wasp.cerit-sc.cz/search?objid=J002241.55%2B360242.8&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A22%3A41.55+%2B36%3A02%3A42.8&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A22%3A41.55&dec=%2B36%3A02%3A42.8&radius=2
24116724,No match,No match,No match
22983230,https://wasp.cerit-sc.cz/search?objid=J102920.30-335726.0&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=10%3A29%3A20.30+-33%3A57%3A26.0&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=10%3A29%3A20.30&dec=-33%3A57%3A26.0&radius=2
24414111,https://wasp.cerit-sc.cz/search?objid=J133902.03%2B373703.6&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=13%3A39%3A02.03+%2B37%3A37%3A03.6&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=13%3A39%3A02.03&dec=%2B37%3A37%3A03.6&radius=2
22116680,https://wasp.cerit-sc.cz/search?objid=J002137.83-184122.5&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A21%3A37.83+-18%3A41%3A22.5&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A21%3A37.83&dec=-18%3A41%3A22.5&radius=2
24901156,https://wasp.cerit-sc.cz/search?objid=J004808.09%2B332806.2&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A48%3A08.09+%2B33%3A28%3A06.2&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A48%3A08.09&dec=%2B33%3A28%3A06.2&radius=2
24576192,https://wasp.cerit-sc.cz/search?objid=J002328.43%2B241619.5&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A23%3A28.43+%2B24%3A16%3A19.5&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A23%3A28.43&dec=%2B24%3A16%3A19.5&radius=2
25048161,No match,No match,No match
24579935,https://wasp.cerit-sc.cz/search?objid=J002556.00%2B415010.0&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A25%3A56.00+%2B41%3A50%3A10.0&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A25%3A56.00&dec=%2B41%3A50%3A10.0&radius=2
24470087,No match,No match,No match
24582289,https://wasp.cerit-sc.cz/search?objid=J002751.71-231023.7&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A27%3A51.71+-23%3A10%3A23.7&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A27%3A51.71&dec=-23%3A10%3A23.7&radius=2
24625059,https://wasp.cerit-sc.cz/search?objid=J003559.24%2B440155.3&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A35%3A59.24+%2B44%3A01%3A55.3&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A35%3A59.24&dec=%2B44%3A01%3A55.3&radius=2
24580307,https://wasp.cerit-sc.cz/search?objid=J002613.04%2B372004.9&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A26%3A13.04+%2B37%3A20%3A04.9&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A26%3A13.04&dec=%2B37%3A20%3A04.9&radius=2
22113364,https://wasp.cerit-sc.cz/search?objid=J001512.59-701642.7&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A15%3A12.59+-70%3A16%3A42.7&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A15%3A12.59&dec=-70%3A16%3A42.7&radius=2
24690437,https://wasp.cerit-sc.cz/search?objid=J005704.35-685509.2&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A57%3A04.35+-68%3A55%3A09.2&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A57%3A04.35&dec=-68%3A55%3A09.2&radius=2
24577200,https://wasp.cerit-sc.cz/search?objid=J002402.96%2B573255.4&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A24%3A02.96+%2B57%3A32%3A55.4&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A24%3A02.96&dec=%2B57%3A32%3A55.4&radius=2
22120547,https://wasp.cerit-sc.cz/search?objid=J004049.22%2B392806.4&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A40%3A49.22+%2B39%3A28%3A06.4&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A40%3A49.22&dec=%2B39%3A28%3A06.4&radius=2
24907434,https://wasp.cerit-sc.cz/search?objid=J004926.52%2B310546.8&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A49%3A26.52+%2B31%3A05%3A46.8&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A49%3A26.52&dec=%2B31%3A05%3A46.8&radius=2
22109857,https://wasp.cerit-sc.cz/search?objid=J000710.29%2B245112.5&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A07%3A10.29+%2B24%3A51%3A12.5&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A07%3A10.29&dec=%2B24%3A51%3A12.5&radius=2
24698725,https://wasp.cerit-sc.cz/search?objid=J005906.84%2B422942.0&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A59%3A06.84+%2B42%3A29%3A42.0&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A59%3A06.84&dec=%2B42%3A29%3A42.0&radius=2
24694686,https://wasp.cerit-sc.cz/search?objid=J005809.69-632344.3&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A58%3A09.69+-63%3A23%3A44.3&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A58%3A09.69&dec=-63%3A23%3A44.3&radius=2
22120584,https://wasp.cerit-sc.cz/search?objid=J004050.55%2B344517.8&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A40%3A50.55+%2B34%3A45%3A17.8&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A40%3A50.55&dec=%2B34%3A45%3A17.8&radius=2
24622534,No match,No match,No match
24621015,No match,No match,No match
23100541,https://wasp.cerit-sc.cz/search?objid=J115703.99%2B124705.7&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11%3A57%3A03.99+%2B12%3A47%3A05.7&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=11%3A57%3A03.99&dec=%2B12%3A47%3A05.7&radius=2
24025809,https://wasp.cerit-sc.cz/search?objid=J091827.18-331129.9&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=09%3A18%3A27.18+-33%3A11%3A29.9&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=09%3A18%3A27.18&dec=-33%3A11%3A29.9&radius=2
24583222,https://wasp.cerit-sc.cz/search?objid=J002843.08-440022.6&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A28%3A43.08+-44%3A00%3A22.6&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A28%3A43.08&dec=-44%3A00%3A22.6&radius=2
22111639,https://wasp.cerit-sc.cz/search?objid=J001104.27%2B443838.6&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A11%3A04.27+%2B44%3A38%3A38.6&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A11%3A04.27&dec=%2B44%3A38%3A38.6&radius=2
22113984,https://wasp.cerit-sc.cz/search?objid=J001627.05%2B264107.7&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A16%3A27.05+%2B26%3A41%3A07.7&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A16%3A27.05&dec=%2B26%3A41%3A07.7&radius=2
24927647,https://wasp.cerit-sc.cz/search?objid=J005343.29%2B514901.7&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A53%3A43.29+%2B51%3A49%3A01.7&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A53%3A43.29&dec=%2B51%3A49%3A01.7&radius=2
24666558,https://wasp.cerit-sc.cz/search?objid=J112530.26-331321.9&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11%3A25%3A30.26+-33%3A13%3A21.9&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=11%3A25%3A30.26&dec=-33%3A13%3A21.9&radius=2
24734785,https://wasp.cerit-sc.cz/search?objid=J010638.13-071440.3&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=01%3A06%3A38.13+-07%3A14%3A40.3&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=01%3A06%3A38.13&dec=-07%3A14%3A40.3&radius=2
24616524,https://wasp.cerit-sc.cz/search?objid=J003214.13%2B331312.3&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A32%3A14.13+%2B33%3A13%3A12.3&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A32%3A14.13&dec=%2B33%3A13%3A12.3&radius=2
22122768,https://wasp.cerit-sc.cz/search?objid=J004157.22%2B342031.0&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A41%3A57.22+%2B34%3A20%3A31.0&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A41%3A57.22&dec=%2B34%3A20%3A31.0&radius=2
24663839,https://wasp.cerit-sc.cz/search?objid=J112211.86-350120.6&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11%3A22%3A11.86+-35%3A01%3A20.6&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=11%3A22%3A11.86&dec=-35%3A01%3A20.6&radius=2
22111407,https://wasp.cerit-sc.cz/search?objid=J001037.74%2B470248.4&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A10%3A37.74+%2B47%3A02%3A48.4&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A10%3A37.74&dec=%2B47%3A02%3A48.4&radius=2
23092433,https://wasp.cerit-sc.cz/search?objid=J114951.09-531207.4&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11%3A49%3A51.09+-53%3A12%3A07.4&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=11%3A49%3A51.09&dec=-53%3A12%3A07.4&radius=2
24721376,https://wasp.cerit-sc.cz/search?objid=J010405.11%2B361137.1&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=01%3A04%3A05.11+%2B36%3A11%3A37.1&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=01%3A04%3A05.11&dec=%2B36%3A11%3A37.1&radius=2
24680584,No match,No match,No match
24425194,https://wasp.cerit-sc.cz/search?objid=J134417.04-221653.1&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=13%3A44%3A17.04+-22%3A16%3A53.1&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=13%3A44%3A17.04&dec=-22%3A16%3A53.1&radius=2
22110917,https://wasp.cerit-sc.cz/search?objid=J000926.77-213426.7&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A09%3A26.77+-21%3A34%3A26.7&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A09%3A26.77&dec=-21%3A34%3A26.7&radius=2
24719158,https://wasp.cerit-sc.cz/search?objid=J010338.65%2B413459.4&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=01%3A03%3A38.65+%2B41%3A34%3A59.4&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=01%3A03%3A38.65&dec=%2B41%3A34%3A59.4&radius=2
24581187,https://wasp.cerit-sc.cz/search?objid=J002656.85-192728.9&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A26%3A56.85+-19%3A27%3A28.9&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A26%3A56.85&dec=-19%3A27%3A28.9&radius=2
24624597,https://wasp.cerit-sc.cz/search?objid=J003545.57%2B523832.8&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A35%3A45.57+%2B52%3A38%3A32.8&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A35%3A45.57&dec=%2B52%3A38%3A32.8&radius=2
24577605,https://wasp.cerit-sc.cz/search?objid=J002420.89%2B533917.1&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A24%3A20.89+%2B53%3A39%3A17.1&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A24%3A20.89&dec=%2B53%3A39%3A17.1&radius=2
22114032,https://wasp.cerit-sc.cz/search?objid=J001633.40%2B431350.1&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A16%3A33.40+%2B43%3A13%3A50.1&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A16%3A33.40&dec=%2B43%3A13%3A50.1&radius=2
24396313,No match,No match,No match
22120368,https://wasp.cerit-sc.cz/search?objid=J004040.96%2B050217.0&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A40%3A40.96+%2B05%3A02%3A17.0&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A40%3A40.96&dec=%2B05%3A02%3A17.0&radius=2
24044212,https://wasp.cerit-sc.cz/search?objid=J092448.80-302022.0&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=09%3A24%3A48.80+-30%3A20%3A22.0&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=09%3A24%3A48.80&dec=-30%3A20%3A22.0&radius=2
24736568,https://wasp.cerit-sc.cz/search?objid=J010655.30-194334.5&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=01%3A06%3A55.30+-19%3A43%3A34.5&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=01%3A06%3A55.30&dec=-19%3A43%3A34.5&radius=2
22115264,https://wasp.cerit-sc.cz/search?objid=J001912.27-630211.5&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A19%3A12.27+-63%3A02%3A11.5&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A19%3A12.27&dec=-63%3A02%3A11.5&radius=2
22109881,https://wasp.cerit-sc.cz/search?objid=J000712.61%2B470951.1&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A07%3A12.61+%2B47%3A09%3A51.1&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A07%3A12.61&dec=%2B47%3A09%3A51.1&radius=2
22110452,https://wasp.cerit-sc.cz/search?objid=J000819.89%2B340646.0&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A08%3A19.89+%2B34%3A06%3A46.0&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A08%3A19.89&dec=%2B34%3A06%3A46.0&radius=2
24921394,https://wasp.cerit-sc.cz/search?objid=J005210.39%2B185153.0&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A52%3A10.39+%2B18%3A51%3A53.0&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A52%3A10.39&dec=%2B18%3A51%3A53.0&radius=2
24580689,https://wasp.cerit-sc.cz/search?objid=J002634.89-654536.0&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A26%3A34.89+-65%3A45%3A36.0&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A26%3A34.89&dec=-65%3A45%3A36.0&radius=2
24036914,https://wasp.cerit-sc.cz/search?objid=J092237.59-252705.5&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=09%3A22%3A37.59+-25%3A27%3A05.5&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=09%3A22%3A37.59&dec=-25%3A27%3A05.5&radius=2
22113198,https://wasp.cerit-sc.cz/search?objid=J001449.77%2B543945.3&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A14%3A49.77+%2B54%3A39%3A45.3&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A14%3A49.77&dec=%2B54%3A39%3A45.3&radius=2
24656263,https://wasp.cerit-sc.cz/search?objid=J111228.36-365255.4&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11%3A12%3A28.36+-36%3A52%3A55.4&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=11%3A12%3A28.36&dec=-36%3A52%3A55.4&radius=2
24672896,https://wasp.cerit-sc.cz/search?objid=J113040.05-112725.0&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=11%3A30%3A40.05+-11%3A27%3A25.0&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=11%3A30%3A40.05&dec=-11%3A27%3A25.0&radius=2
24909801,https://wasp.cerit-sc.cz/search?objid=J004953.33%2B372852.8&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A49%3A53.33+%2B37%3A28%3A52.8&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A49%3A53.33&dec=%2B37%3A28%3A52.8&radius=2
