Subject,CERiT,Simbad,ASAS-SN Photometry
22067726,No match,No match,No match
24373465,https://wasp.cerit-sc.cz/search?objid=J102155.21-034426.3&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=10%3A21%3A55.21+-03%3A44%3A26.3&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=10%3A21%3A55.21&dec=-03%3A44%3A26.3&radius=2
24994438,No match,No match,No match
24922198,https://wasp.cerit-sc.cz/search?objid=J005221.50%2B132018.3&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A52%3A21.50+%2B13%3A20%3A18.3&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A52%3A21.50&dec=%2B13%3A20%3A18.3&radius=2
24713990,https://wasp.cerit-sc.cz/search?objid=J010241.77%2B204100.1&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=01%3A02%3A41.77+%2B20%3A41%3A00.1&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=01%3A02%3A41.77&dec=%2B20%3A41%3A00.1&radius=2
25037798,https://wasp.cerit-sc.cz/search?objid=J142837.21-251359.0&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=14%3A28%3A37.21+-25%3A13%3A59.0&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=14%3A28%3A37.21&dec=-25%3A13%3A59.0&radius=2
24617937,https://wasp.cerit-sc.cz/search?objid=J003242.84-653508.5&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A32%3A42.84+-65%3A35%3A08.5&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A32%3A42.84&dec=-65%3A35%3A08.5&radius=2
24924919,https://wasp.cerit-sc.cz/search?objid=J005302.32%2B093947.7&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A53%3A02.32+%2B09%3A39%3A47.7&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A53%3A02.32&dec=%2B09%3A39%3A47.7&radius=2
24708626,https://wasp.cerit-sc.cz/search?objid=J010127.56-170543.0&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=01%3A01%3A27.56+-17%3A05%3A43.0&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=01%3A01%3A27.56&dec=-17%3A05%3A43.0&radius=2
24622024,No match,No match,No match
24623312,https://wasp.cerit-sc.cz/search?objid=J003509.39%2B414003.5&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A35%3A09.39+%2B41%3A40%3A03.5&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A35%3A09.39&dec=%2B41%3A40%3A03.5&radius=2
22126630,https://wasp.cerit-sc.cz/search?objid=J004338.86%2B091413.7&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A43%3A38.86+%2B09%3A14%3A13.7&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A43%3A38.86&dec=%2B09%3A14%3A13.7&radius=2
24448721,https://wasp.cerit-sc.cz/search?objid=J135417.87-482258.6&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=13%3A54%3A17.87+-48%3A22%3A58.6&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=13%3A54%3A17.87&dec=-48%3A22%3A58.6&radius=2
24584317,https://wasp.cerit-sc.cz/search?objid=J002950.64%2B450115.5&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A29%3A50.64+%2B45%3A01%3A15.5&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A29%3A50.64&dec=%2B45%3A01%3A15.5&radius=2
22107173,https://wasp.cerit-sc.cz/search?objid=J000300.93-704128.0&radius=1&radiusUnit=deg&limit=10,http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00%3A03%3A00.93+-70%3A41%3A28.0&Radius=2&Radius.unit=arcmin&submit=submit+query,https://asas-sn.osu.edu/photometry?ra=00%3A03%3A00.93&dec=-70%3A41%3A28.0&radius=2
