classification_id,user_name,user_id,workflow_id,task,created_at,subject_id,extractor,data.aggregation_version,data.this-image-is-too-dark-or-blurry
114426939,yipriscilla,1798854.0,6465,T6,2018-06-16 05:19:01 UTC,20860310,shortcut_extractor,3.4.5,
117835270,jenwa,1766670.0,6465,T6,2018-07-20 05:06:22 UTC,20860310,shortcut_extractor,3.4.5,
103660351,Janet.White,1703838.0,6465,T6,2018-04-26 13:51:18 UTC,20860269,shortcut_extractor,3.4.5,
106948828,Tinkerbell73,1463340.0,6465,T6,2018-05-09 23:36:42 UTC,20860269,shortcut_extractor,3.4.5,
107140291,Charlenel,1601152.0,6465,T6,2018-05-11 03:50:09 UTC,20860269,shortcut_extractor,3.4.5,
108068325,jonatan.e.beltran,1784162.0,6465,T6,2018-05-17 19:44:22 UTC,20860269,shortcut_extractor,3.4.5,
108069230,MaxiVitelli,1784155.0,6465,T6,2018-05-17 19:49:43 UTC,20860269,shortcut_extractor,3.4.5,
111216065,Mila_Solobina,1216211.0,6465,T6,2018-05-24 19:03:24 UTC,20860269,shortcut_extractor,3.4.5,
114214007,annalisenoble,1607946.0,6465,T6,2018-06-14 07:02:14 UTC,20860269,shortcut_extractor,3.4.5,
120454360,not-logged-in-a4332024e6bec93790d5,,6465,T6,2018-08-14 19:38:25 UTC,20860269,shortcut_extractor,3.4.5,
123440432,not-logged-in-a859a0cac7e3c0fd3589,,6465,T6,2018-09-12 15:58:00 UTC,20860269,shortcut_extractor,3.4.5,
123659651,not-logged-in-199043a647c09e04d0d3,,6465,T6,2018-09-14 14:33:43 UTC,20860269,shortcut_extractor,3.4.5,
103559098,not-logged-in-13d4f165fa9c0a6151cf,,6465,T6,2018-04-25 20:38:19 UTC,20860284,shortcut_extractor,3.4.5,
112223604,not-logged-in-a0705b9ef09b40db41a4,,6465,T6,2018-05-30 19:04:56 UTC,20860284,shortcut_extractor,3.4.5,
114526111,lauram13,807323.0,6465,T6,2018-06-17 08:51:03 UTC,20860284,shortcut_extractor,3.4.5,
120344716,AKS59,1708483.0,6465,T6,2018-08-13 21:23:30 UTC,20860284,shortcut_extractor,3.4.5,
123315522,not-logged-in-7685937415b385a3c223,,6465,T6,2018-09-11 16:09:48 UTC,20860284,shortcut_extractor,3.4.5,
123470590,not-logged-in-634a5f6c079aaba7659e,,6465,T6,2018-09-12 19:20:58 UTC,20860284,shortcut_extractor,3.4.5,
123752177,oyrasal,1249883.0,6465,T6,2018-09-15 06:11:28 UTC,20860284,shortcut_extractor,3.4.5,
124027458,lu5,1805093.0,6465,T6,2018-09-18 02:23:12 UTC,20860284,shortcut_extractor,3.4.5,
