classification_id,user_name,user_id,workflow_id,task,created_at,subject_id,extractor,data.aggregation_version,data.frame0.T0_tool0_x,data.frame0.T0_tool0_y,data.frame0.T0_tool1_x,data.frame0.T0_tool1_y,data.frame0.T0_tool2_x,data.frame0.T0_tool2_y
108182473,Whardy1,721962.0,6465,T0,2018-05-18 15:52:51 UTC,20860307,point_extractor_by_frame,3.4.5,"[131.96875, 14.96875, 9.96875, 126.96875, 245.96875, 409.96875, 567.96875, 694.96875, 535.96875, 670.96875, 690.96875, 743.96875, 808.96875, 805.96875, 826.96875, 868.96875, 893.96875, 938.96875, 986.96875, 983.96875, 36.02764892578125, 62.00920867919922, 89.76223754882812, 72.04753875732422, 101.57203674316406, 106.29595947265625, 121.0582046508789, 122.82967376708984, 143.496826171875, 161.21153259277344, 175.38328552246094, 187.7835693359375, 206.08876037597656, 225.57493591308594, 239.1562042236328, 256.87091064453125, 259.2328796386719, 298.2052001953125, 285.8049011230469, 169.4783935546875]","[485, 412, 344, 285, 331, 272, 290, 373, 187, 147, 111, 126, 112, 145, 123, 126, 112, 124, 64, 155, 223.3711700439453, 189.1227569580078, 190.89422607421875, 187.35128784179688, 184.39883422851562, 195.61814880371094, 195.61814880371094, 182.03688049316406, 179.0844268798828, 179.67491149902344, 180.85589599609375, 164.32217407226562, 180.85589599609375, 171.99855041503906, 182.6273651123047, 160.18875122070312, 184.39883422851562, 200.34207153320312, 173.77001953125, 192.07521057128906]","[706.96875, 459.96875, 234.96875, 406.96875, 566.96875, 534.96875, 738.7854614257812]","[409, 565, 381, 309, 338, 208, 145.900634765625]",[79.96875],[538]
108411686,not-logged-in-43298fca81cb8e305602,,6465,T0,2018-05-20 15:44:14 UTC,20860307,point_extractor_by_frame,3.4.5,"[687.6411743164062, 454.9604797363281, 99.16230010986328, 241.4815673828125, 22.355079650878906, 130.788818359375, 409.7797546386719, 552.0989990234375, 531.7677001953125, 748.6351928710938, 696.6773071289062, 810.7586669921875, 888.6953735351562, 933.8760986328125, 976.7978515625, 144.343017578125, 168.06289672851562, 119.4936294555664, 67.53579711914062, 37.03881072998047]","[371.57379150390625, 474.35992431640625, 478.87799072265625, 344.46533203125, 399.81170654296875, 289.11895751953125, 278.95330810546875, 317.35693359375, 189.7213897705078, 134.37498474121094, 125.33885192871094, 134.37498474121094, 117.43222045898438, 133.24546813964844, 154.70631408691406, 184.0737762451172, 190.8509063720703, 191.9804229736328, 190.8509063720703, 226.99546813964844]",,,,
108573805,not-logged-in-3c3d5a05f8cec6861a28,,6465,T0,2018-05-21 17:50:51 UTC,20860307,point_extractor_by_frame,3.4.5,"[460.94610595703125, 696.351318359375, 235.61172485351562, 122.31510925292969, 2.7242329120635986, 690.0570678710938, 550.3245239257812, 754.2584838867188, 901.5440673828125, 988.40478515625, 150.0098419189453, 195.32847595214844, 246.94139099121094, 226.7997589111328, 109.72659301757812, 66.92565155029297, 99.6557846069336, 162.5983428955078, 136.1624755859375, 187.77537536621094, 167.63375854492188, 142.45671844482422, 973.298583984375]","[505.5664978027344, 359.53973388671875, 363.3162841796875, 492.97796630859375, 417.4468994140625, 144.27615356445312, 321.774169921875, 140.49960327148438, 127.91110229492188, 150.57041931152344, 193.37136840820312, 178.26515197753906, 185.81825256347656, 174.48858642578125, 202.18331909179688, 205.95986938476562, 184.5594024658203, 205.95986938476562, 182.0417022705078, 197.14791870117188, 168.1943359375, 316.73876953125, 248.7608184814453]","[627.114501953125, 700.1278686523438, 834.824951171875, 472.2757568359375, 296.0365905761719]","[251.2785186767578, 421.22344970703125, 145.53501892089844, 187.0771026611328, 187.0771026611328]",[944.3450317382812],[189.5948028564453]
111935474,not-logged-in-cfd52481f00cc8d5bb7f,,6465,T0,2018-05-29 17:47:44 UTC,20860307,point_extractor_by_frame,3.4.5,"[12.633331298828125, 17.633331298828125, 114.63333129882812, 242.63333129882812, 164.63333129882812, 431.6333312988281, 410.6333312988281, 570.63330078125, 536.63330078125, 521.63330078125, 638.63330078125, 639.63330078125, 662.63330078125, 690.63330078125, 697.63330078125, 750.63330078125, 791.63330078125, 805.63330078125, 832.63330078125, 889.63330078125, 938.63330078125, 981.63330078125, 975.63330078125, 53.633331298828125, 22.633331298828125, 87.63333129882812, 111.63333129882812, 103.63333129882812, 123.63333129882812, 142.63333129882812, 160.63333129882812, 171.63333129882812, 165.63333129882812, 187.63333129882812, 206.63333129882812, 226.63333129882812, 231.63333129882812, 249.63333129882812, 291.6333312988281, 256.6333312988281]","[386.9666748046875, 329.9666748046875, 302.9666748046875, 351.9666748046875, 509.9666748046875, 480.9666748046875, 271.9666748046875, 310.9666748046875, 189.96665954589844, 171.96665954589844, 242.96665954589844, 159.96665954589844, 133.96665954589844, 94.96665954589844, 137.96665954589844, 129.96665954589844, 105.96665954589844, 145.96665954589844, 117.96665954589844, 107.96665954589844, 126.96665954589844, 115.96665954589844, 59.96665954589844, 182.96665954589844, 228.96665954589844, 171.96665954589844, 158.96665954589844, 205.96665954589844, 175.96665954589844, 190.96665954589844, 157.96665954589844, 168.96665954589844, 192.96665954589844, 172.96665954589844, 193.96665954589844, 162.96665954589844, 190.96665954589844, 161.96665954589844, 179.96665954589844, 194.96665954589844]","[461.6333312988281, 419.6333312988281, 232.63333129882812, 89.63333129882812, 707.63330078125, 557.63330078125, 581.63330078125, 417.6333312988281, 535.63330078125, 980.63330078125]","[557.9666748046875, 554.9666748046875, 385.9666748046875, 533.9666748046875, 412.9666748046875, 337.9666748046875, 343.9666748046875, 302.9666748046875, 211.96665954589844, 168.96665954589844]",,
114148142,not-logged-in-e468e675cc2a7855708c,,6465,T0,2018-06-13 16:53:53 UTC,20860307,point_extractor_by_frame,3.4.5,"[684.4146118164062, 435.1589050292969, 132.72865295410156, 18.62493896484375, 9.7625150680542, 127.18964385986328, 216.92169189453125, 403.0326232910156, 557.0172119140625, 642.3180541992188, 534.8612060546875, 696.6004028320312, 693.2770385742188, 742.0203857421875, 805.1651611328125, 806.27294921875, 829.5368041992188, 870.5255126953125, 980.197998046875, 943.6405029296875, 888.2503662109375, 982.4136352539062, 33.0263786315918, 62.93706130981445, 167.070556640625, 292.2522888183594, 190.33441162109375, 127.18964385986328, 98.38676452636719, 669.1575927734375, 236.1858367919922, 224.99993896484375, 214.99148559570312, 180.2563018798828, 145.5211181640625, 105.48734283447266]","[378.4532165527344, 469.2930908203125, 463.7540588378906, 421.6575622558594, 335.2489013671875, 304.2304382324219, 344.111328125, 263.24169921875, 315.3084411621094, 246.62466430664062, 183.47988891601562, 141.38336181640625, 114.79609680175781, 133.62875366210938, 145.8145751953125, 114.79609680175781, 132.5209503173828, 129.19754028320312, 150.24578857421875, 131.41314697265625, 114.79609680175781, 62.72935104370117, 230.0076141357422, 191.23451232910156, 184.5876922607422, 171.29405212402344, 172.40185546875, 196.77352905273438, 186.8032989501953, 145.35067749023438, 182.7254180908203, 170.362060546875, 182.7254180908203, 179.1930389404297, 180.959228515625, 195.0887908935547]","[704.3550415039062, 455.099365234375, 233.5387420654297]","[417.2263488769531, 554.5939331054688, 380.6688232421875]",[78.7886962890625],[533.5028076171875]
115447673,not-logged-in-600a5ee5d6645bc62fe2,,6465,T0,2018-06-27 13:15:13 UTC,20860307,point_extractor_by_frame,3.4.5,"[65.39630126953125, 423.96807861328125, 697.455078125, 253.79843139648438, 401.6839599609375, 555.64697265625, 985.122802734375, 756.2041015625, 624.5252075195312, 527.285400390625, 432.0714111328125, 571.8536376953125, 205.17852783203125, 247.720947265625, 363.1932067871094, 61.344642639160156, 180.8685760498047, 276.0825500488281, 395.6064758300781, 332.8057861328125, 247.720947265625, 134.27450561523438, 233.54013061523438, 144.4036407470703, 249.74676513671875, 527.285400390625, 731.8941650390625, 274.0567321777344, 748.1007690429688, 658.9642944335938, 819.0048217773438, 699.4808959960938, 675.1709594726562]","[505.3494567871094, 495.2203063964844, 314.9215087890625, 290.6115417480469, 217.6816864013672, 310.8698425292969, 106.26107788085938, 130.57102966308594, 132.59686279296875, 124.49354553222656, 165.0101318359375, 189.32008361816406, 209.578369140625, 128.54519653320312, 124.49354553222656, 177.16510009765625, 142.72601318359375, 106.26107788085938, 142.72601318359375, 146.7776641845703, 150.82933044433594, 162.9842987060547, 339.2314453125, 288.5857238769531, 106.26107788085938, 77.89946746826172, 152.8551483154297, 167.0359649658203, 100.18359375, 146.7776641845703, 138.67434692382812, 118.41605377197266, 181.21676635742188]","[421.9422607421875, 709.6100463867188]","[308.8440246582031, 404.0579833984375]",,
121736602,sbaugh6,1689882.0,6465,T0,2018-08-27 19:41:57 UTC,20860307,point_extractor_by_frame,3.4.5,"[567.6421508789062, 678.7259521484375, 642.4536743164062, 540.4379272460938, 408.9509582519531, 445.22320556640625, 223.05555725097656, 121.03980255126953, 105.17068481445312, 24.691587448120117, 15.623519897460938, 695.7285766601562, 690.06103515625, 742.2024536132812, 807.9459228515625, 804.54541015625, 879.35693359375, 936.0323486328125, 976.8386840820312, 993.84130859375, 894.0925903320312, 671.9249267578125, 288.7990417480469, 162.9796142578125, 123.30682373046875, 67.76490783691406, 102.90367126464844, 145.97698974609375, 223.05555725097656, 250.259765625, 186.78329467773438]","[307.5916748046875, 362.0000915527344, 249.7827606201172, 189.70680236816406, 266.7853698730469, 449.2802429199219, 340.46343994140625, 303.0576477050781, 490.0865478515625, 408.47393798828125, 343.86395263671875, 148.90049743652344, 118.2957763671875, 139.83242797851562, 140.9659423828125, 117.16226959228516, 135.29840087890625, 131.8978729248047, 152.301025390625, 57.08631896972656, 110.36121368408203, 139.83242797851562, 176.10470581054688, 177.23822021484375, 186.3062744140625, 188.57330322265625, 196.5078582763672, 184.0392608642578, 164.76962280273438, 184.0392608642578, 171.5706787109375]","[703.6631469726562, 444.0897216796875, 93.83560180664062, 227.589599609375, 427.08709716796875, 544.9719848632812]","[419.80902099609375, 551.2960205078125, 530.892822265625, 384.6702575683594, 304.191162109375, 207.8429412841797]",,
122161600,not-logged-in-fd71dea238666dda5797,,6465,T0,2018-08-31 18:47:36 UTC,20860307,point_extractor_by_frame,3.4.5,"[456.7723083496094, 677.406982421875, 560.4440307617188, 402.2781982421875, 236.1376495361328, 117.84557342529297, 3.5408706665039062, 11.515617370605469, 125.82032012939453, 636.2041015625, 529.8741455078125, 694.6856079101562, 746.5214233398438, 805.0029296875, 886.0794677734375, 939.2444458007812, 985.7638549804688, 984.4346923828125]","[480.6238708496094, 367.6482849121094, 302.52117919921875, 273.28045654296875, 335.7492980957031, 468.6617431640625, 395.5599060058594, 341.0657958984375, 302.52117919921875, 246.6979522705078, 197.52035522460938, 129.73500061035156, 143.0262451171875, 139.03887939453125, 120.43113708496094, 128.4058837890625, 153.65924072265625, 64.60791015625]","[451.455810546875, 419.55682373046875, 698.6729736328125, 241.4541473388672, 543.1654052734375]","[557.7130737304688, 549.7383422851562, 427.4588928222656, 382.2686462402344, 339.7366638183594]",[81.95921325683594],[535.1179809570312]
103518149,tmaze,1468704.0,6465,T0,2018-04-25 17:59:32 UTC,20860300,point_extractor_by_frame,3.4.5,"[689.3650512695312, 457.6851501464844, 80.42266082763672, 230.7014923095703, 14.675667762756348, 125.81938934326172, 402.89599609375, 557.8710327148438, 618.9218139648438, 529.6937866210938, 877.2135620117188]","[388.2203369140625, 483.71002197265625, 510.3218994140625, 341.2581787109375, 383.52410888671875, 300.55767822265625, 292.73065185546875, 317.7771301269531, 252.03013610839844, 197.24098205566406, 128.36317443847656]",,,,
103547660,HaileyMeckenzie,1770144.0,6465,T0,2018-04-25 19:41:56 UTC,20860300,point_extractor_by_frame,3.4.5,"[461.78546142578125, 71.44786071777344, 8.072017669677734, 228.44711303710938, 555.4088745117188, 702.3255615234375, 408.49212646484375]","[460.0600280761719, 500.3901062011719, 376.5191345214844, 336.1890563964844, 314.5836486816406, 389.48236083984375, 278.57464599609375]",,,"[467.546875, 686.4816284179688, 225.56639099121094]","[547.9219970703125, 419.72991943359375, 373.6383972167969]"
106075756,not-logged-in-c088024f09bcab774191,,6465,T0,2018-05-04 20:23:17 UTC,20860300,point_extractor_by_frame,3.4.5,"[452.9451599121094, 683.4786987304688, 554.962890625, 229.0361328125, 89.92105865478516, 2.477297306060791, 120.39388275146484, 531.1145629882812, 403.92364501953125, 625.182861328125]","[456.0365905761719, 391.1162414550781, 318.2464294433594, 348.7192687988281, 511.6826171875, 379.19207763671875, 301.0226745605469, 193.705322265625, 283.79888916015625, 245.3766326904297]",,,,
110757440,wdubinsky,1540476.0,6465,T0,2018-05-23 15:38:31 UTC,20860300,point_extractor_by_frame,3.4.5,"[64.5386734008789, 250.9319610595703, 16.82199478149414, 128.65797424316406, 66.02982330322266, 112.25535583496094, 182.3392333984375, 270.3168640136719, 352.3299255371094, 537.2320556640625, 568.546142578125, 459.69244384765625, 711.6961669921875, 429.8695373535156, 613.280517578125, 689.3289794921875, 744.5014038085938, 732.5722045898438, 811.6029663085938, 886.1602783203125, 921.9478149414062]","[527.586181640625, 336.719482421875, 357.59552001953125, 305.4053955078125, 186.1136932373047, 193.56942749023438, 180.14910888671875, 169.71109008789062, 151.8173370361328, 193.56942749023438, 311.3699951171875, 451.5377502441406, 387.41845703125, 286.0205078125, 248.74185180664062, 141.37930297851562, 133.923583984375, 175.67567443847656, 129.45013427734375, 124.97669982910156, 127.95899200439453]",,,,
119771894,sbaugh6,1689882.0,6465,T0,2018-08-08 22:07:56 UTC,20860300,point_extractor_by_frame,3.4.5,"[710.4641723632812, 577.8436889648438, 418.0190124511719, 455.4248046875, 236.6576690673828, 127.84085845947266, 14.490011215209961, 99.50314331054688, 261.5948486328125, 352.2755126953125, 531.369873046875, 683.260009765625, 726.3333129882812, 739.9354248046875, 770.5401611328125, 810.2129516601562, 800.0113525390625, 871.42236328125, 848.752197265625, 974.5716552734375, 126.70734405517578, 109.70471954345703, 68.8984146118164, 224.18907165527344]","[364.94720458984375, 307.1382751464844, 287.8686218261719, 459.0284118652344, 316.20635986328125, 291.2691650390625, 378.54931640625, 519.1043701171875, 160.9156951904297, 149.5806121826172, 188.11988830566406, 133.71148681640625, 128.0439453125, 182.4523468017578, 130.3109588623047, 105.373779296875, 140.51254272460938, 139.3790283203125, 121.2428970336914, 114.44184875488281, 206.2560272216797, 193.7874298095703, 188.11988830566406, 177.91831970214844]",,,"[690.06103515625, 472.42742919921875, 223.05555725097656]","[423.8896484375, 556.5101318359375, 381.9498291015625]"
123273253,AKS59,1708483.0,6465,T0,2018-09-11 07:21:13 UTC,20860300,point_extractor_by_frame,3.4.5,"[20.742752075195312, 101.83057403564453, 123.09950256347656, 245.39588928222656, 452.76800537109375, 424.8525390625, 545.819580078125, 622.9194946289062, 711.983154296875, 940.6242065429688, 985.8207397460938, 906.0621948242188, 868.841552734375, 814.3399047851562, 775.7899780273438, 737.2400512695312, 737.2400512695312, 692.0435180664062, 548.4782104492188, 354.399169921875, 266.6648254394531, 246.72518920898438, 214.82179260253906, 186.90631103515625, 164.30807495117188, 127.08743286132812, 47.328922271728516, 93.85472106933594, 64.60993194580078]","[384.2117004394531, 485.2391357421875, 295.14801025390625, 335.02728271484375, 434.72540283203125, 276.5377197265625, 309.7704162597656, 239.3170623779297, 386.87030029296875, 128.98446655273438, 105.0569076538086, 117.02069091796875, 126.32584381103516, 119.67930603027344, 121.00861358642578, 130.3137664794922, 179.49818420410156, 132.97238159179688, 188.8033447265625, 150.25340270996094, 151.58270263671875, 172.8516387939453, 164.87579345703125, 190.13265991210938, 171.5223388671875, 192.79127502441406, 184.81541442871094, 194.12057495117188, 194.12057495117188]","[676.6358642578125, 474.1205139160156, 224.50851440429688]","[421.9772033691406, 556.2025146484375, 376.4504699707031]",,
123972139,not-logged-in-4da727824fe23aee9246,,6465,T0,2018-09-17 16:35:18 UTC,20860300,point_extractor_by_frame,3.4.5,[459.4305419921875],[403.5346374511719],"[692.02734375, 224.17552185058594, 147.0863037109375, 529.8741455078125, 625.5711059570312, 688.0399780273438, 739.8757934570312, 738.5466918945312, 802.3446655273438, 883.4212646484375, 265.3783874511719, 180.31442260742188, 109.8708267211914, 46.072853088378906, 349.11322021484375, 412.91119384765625, 124.49119567871094, 8.857368469238281, 283.9861145019531]","[354.3570251464844, 322.4580383300781, 516.5101928710938, 193.53297424316406, 246.6979522705078, 139.03887939453125, 166.9504852294922, 128.4058837890625, 123.08938598632812, 123.08938598632812, 160.30487060546875, 180.24172973632812, 185.5582275390625, 194.8621063232422, 147.0136260986328, 278.5969543457031, 305.179443359375, 341.0657958984375, 204.1659698486328]",[603.2208251953125],[360.1801452636719]
124212292,not-logged-in-c0cfaea10a7d6dd4196f,,6465,T0,2018-09-19 18:21:10 UTC,20860300,point_extractor_by_frame,3.4.5,"[463.1857604980469, 697.8456420898438, 554.5128173828125, 222.18368530273438, 63.629695892333984]","[434.57666015625, 369.8866271972656, 293.7807312011719, 354.66546630859375, 527.1721801757812]",,,[440.3539733886719],[645.1363525390625]
124494391,coldcounter,1239421.0,6465,T0,2018-09-22 02:24:09 UTC,20860300,point_extractor_by_frame,3.4.5,"[692.1760864257812, 464.68218994140625, 546.190673828125, 622.8330078125, 537.6748657226562, 405.07147216796875, 233.5386199951172, 122.8330307006836, 14.56052303314209, 79.03740692138672, 745.7041015625, 811.3975219726562, 879.5240478515625, 945.2174682617188, 989.0130615234375, 358.8427734375, 260.3026123046875]","[380.7785949707031, 485.4014587402344, 313.8686218261719, 248.17518615722656, 192.214111328125, 282.2384338378906, 324.8175048828125, 302.9197082519531, 372.2627868652344, 508.51580810546875, 172.7493896484375, 138.68612670898438, 125.30413818359375, 131.38685607910156, 158.15084838867188, 158.15084838867188, 169.09976196289062]","[687.3099365234375, 464.68218994140625, 228.6724395751953]","[425.7907409667969, 559.6107177734375, 378.3454895019531]",,
124510556,Joszy,1440976.0,6465,T0,2018-09-22 10:33:33 UTC,20860300,point_extractor_by_frame,3.4.5,"[693.4033813476562, 545.517822265625, 458.4071960449219, 158.58438110351562, 521.2078857421875, 225.4368133544922, 413.8389587402344, 991.2003173828125, 924.3479614257812, 806.849853515625, 731.8941650390625, 693.4033813476562, 361.1673889160156, 263.9275817871094, 184.92022705078125, 134.27450561523438, 24.879716873168945, 873.7022094726562, 122.11952209472656, 71.47379302978516, 746.074951171875]","[444.5745849609375, 314.9215087890625, 462.8070373535156, 513.4527893066406, 201.4750518798828, 351.38641357421875, 296.68902587890625, 158.93264770507812, 124.49354553222656, 128.54519653320312, 185.26841735839844, 142.72601318359375, 154.8809814453125, 167.0359649658203, 177.16510009765625, 304.7923583984375, 379.748046875, 130.57102966308594, 193.37173461914062, 193.37173461914062, 134.62269592285156]",,,,
103544493,isaaragon,1769055.0,6465,T0,2018-04-25 19:28:40 UTC,20860274,point_extractor_by_frame,3.4.5,"[485.4446105957031, 106.8277359008789, 2.829965114593506, 244.94976806640625, 108.45269775390625, 422.07098388671875, 571.5677490234375, 704.19970703125, 944.694580078125, 638.5917358398438, 527.2393798828125, 391.0104064941406, 323.48822021484375, 531.977783203125, 592.392333984375]","[518.6045532226562, 484.48028564453125, 357.7330017089844, 352.85809326171875, 323.6087341308594, 281.3596496582031, 308.9840393066406, 371.10693359375, 395.4814147949219, 232.99855041503906, 185.6145782470703, 202.19895935058594, 191.53756713867188, 141.78439331054688, 152.44578552246094]",[683.0548095703125],[417.32135009765625],,
103602041,not-logged-in-12a87f95502da2bdaf54,,6465,T0,2018-04-26 02:03:13 UTC,20860274,point_extractor_by_frame,3.4.5,"[708.5597534179688, 929.0567016601562, 106.07530975341797, 17.04839515686035, 114.35688781738281, 235.4748992919922, 563.6322631835938, 458.04217529296875, 410.42315673828125, 391.7895812988281, 329.67779541015625, 642.3071899414062, 532.5763549804688, 531.5411376953125, 597.7937622070312]","[372.9295959472656, 400.8799133300781, 509.5755615234375, 368.788818359375, 311.8529968261719, 359.4720458984375, 301.50103759765625, 493.0124206542969, 283.9026794433594, 204.1925506591797, 196.9461669921875, 234.2132568359375, 193.840576171875, 140.01034545898438, 155.53829956054688]",,,,
103606698,rpilkiew,314803.0,6465,T0,2018-04-26 03:01:28 UTC,20860274,point_extractor_by_frame,3.4.5,"[926.625, 474.625, 138.625, 233.2916717529297, 114.625, 18.625, 414.625, 551.9583129882812, 714.625, 642.625, 934.625, 879.9583129882812, 862.625, 807.9583129882812, 778.625, 749.2916870117188, 707.9583129882812, 595.9583129882812, 538.625, 526.625, 471.9583435058594, 397.2916564941406, 326.625, 282.625, 242.625, 182.625, 145.2916717529297, 114.625, 26.625]","[394.6666564941406, 500, 484, 365.3333435058594, 317.3333435058594, 344, 288, 300, 360, 238.6666717529297, 130.6666717529297, 130.6666717529297, 90.66666412353516, 142.6666717529297, 125.33333587646484, 137.3333282470703, 129.3333282470703, 157.3333282470703, 145.3333282470703, 200, 181.3333282470703, 200, 201.3333282470703, 165.3333282470703, 170.6666717529297, 176, 180, 185.3333282470703, 217.3333282470703]",,,,
105908175,not-logged-in-50e17ae620fcee2d64e5,,6465,T0,2018-05-04 11:59:26 UTC,20860274,point_extractor_by_frame,3.4.5,"[468.8440246582031, 111.11954498291016, 246.25990295410156, 121.71878814697266, 14.401446342468262, 410.5481872558594, 550.9881591796875, 702.0274047851562, 949.7847290039062]","[494.4588623046875, 498.4335632324219, 348.7192687988281, 316.9215393066406, 350.0441589355469, 285.1238098144531, 307.6471862792969, 361.96832275390625, 404.36529541015625]","[667.579833984375, 698.0526733398438]","[416.2894287109375, 418.9392395019531]",,
108317342,lillianp,1784723.0,6465,T0,2018-05-19 17:54:42 UTC,20860274,point_extractor_by_frame,3.4.5,"[934.96875, 881.96875, 864.96875, 858.96875, 982.96875, 807.96875, 802.96875, 774.96875, 742.96875, 749.96875, 698.96875, 703.96875, 678.96875, 634.96875, 647.96875, 591.96875, 632.96875, 526.96875, 534.96875, 388.96875, 320.96875, 273.96875, 239.96875, 214.96875, 217.96875, 172.96875, 140.96875, 115.96875, 15.96875, 13.96875, 22.96875, 131.96875, 470.96875, 412.96875, 552.96875, 722.96875, 932.96875, 459.96875, 251.96875, 146.96875]","[135, 129, 113, 87, 64, 148, 121, 132, 134, 109, 131, 153, 153, 119, 163, 145, 239, 182, 150, 190, 194, 169, 168, 184, 156, 181, 178, 187, 185, 212, 348, 311, 184, 284, 319, 387, 411, 505, 354, 479]",,,,
